Sr. No.,Product ID,Product Name,Brand,Main Images,Sub Images,PFL Images,White Background Images,Lifestyle Images,Certificate Images,Giftbox Images,Diecut Images,A+ Content Images,Ads Images,Unedited Images,PFL Generated Images
12429,252631,Bambi Diapers Regular Small 17'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12430,252632,Bambi Diapers Regular Medium 13'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12431,252633,Bambi Diapers Regular Large 12'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12432,252634,Bambi Diapers Regular X-Large 11'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12433,252639,Nesto Brown Tape 2In X150Yards,Nesto,0,0,0,0,0,0,0,0,0,0,0,0
12434,252645,Bambi Diapers Regular Kids 12'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12435,252646,Bambi Diapers Value Pack New Born 52'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12436,252648,Bambi Diapers Value Pack Small 48'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12437,252649,Bambi Diapers Value Pack Medium 35'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12438,252650,Bambi Diapers Value Pack Large 33'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12439,252651,Bambi Diapers Value Pack X-Large 27'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12440,252653,Bambi Diapers Value Pack Kids 24'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12441,252654,Bambi Diapers Jumbo Medium 69'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12442,252655,Bambi Diapers Jumbo Large 63'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12443,252656,Bambi Diapers Jumbo X-Large 51'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12444,252657,Bambi Diapers Jumbo XXL 40'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12445,252658,Bambi Diapers Mega Medium 99'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12446,252659,Bambi Diapers Mega Large 87'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12447,252660,Bambi Diapers Mega X-Large 78'S,Bambi,1,0,0,0,0,0,0,0,0,0,0,0
12448,252669,Nesto Clear Tape 2In X 200Yards,Nesto,1,0,0,0,0,0,0,0,0,0,0,0
12449,252715,Manna Health Mix 500Gm,Manna,1,0,0,0,0,0,0,0,0,0,0,0
12450,252716,Manna Diadetic Atta 1Kg,Manna,0,0,0,0,0,0,0,0,0,0,0,0
12451,252717,Manna Ragi Flour 1Kg,Manna,0,0,0,0,0,0,0,0,0,0,0,0
12452,252718,Manna Sprouted Ragi Flour 1Kg,Manna,0,0,0,0,0,0,0,0,0,0,0,0
12453,252723,Satmola Navrattan Mix 200Gm,Satmola,1,0,0,0,0,0,0,0,0,0,0,0
12454,252728,Saras Coconut Oil 1Lt,Satmola,1,0,0,0,0,0,0,0,0,0,0,0
12455,252729,Saras Coconut Oil 2Lt,Satmola,1,0,0,0,0,0,0,0,0,0,0,0
12456,252751,Algida IC Magnum Double Chocolate 100Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12457,252752,Algida Ice Cream Magnum Classic 100Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12458,252753,Algida Ice Cream Magnum Almond 100Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12459,252766,Algida Ice Cream Magnum White 100Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12460,252768,Algida Super Cornetto Choclte Disc 160Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12461,252776,Algida IC Max Nogger Sandwich 145Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12462,252777,Algida IC Max Calippo Orange 105Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12463,252790,Magnum Mini MP Class White Almond 360Ml,Magnum,1,0,0,0,0,0,0,0,0,0,0,0
12464,252791,Algida IC Magnum Mini MP Double 360Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12465,252793,Algida IC Magnum Mini Almond 360Ml,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12466,252800,Algida IC Selecta Coffee Crumble 1.5Lt,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12467,252801,Algida IC Selecta Cookies & Cream1.5Lt,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12468,252802,Algida IC Selecta Double Dutch 1.5Lt,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12469,252803,Algida IC Selecta Quezo Real 1.5Lt,Algida,1,0,0,0,0,0,0,0,0,0,0,0
12470,252811,Al Kabeer Zing Chicken Lollipop 420Gm,Al Kabeer,1,0,0,0,0,0,0,0,0,0,0,0
12471,252942,Heinz Mayonnaise Garlic 400Ml,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12472,252943,Heinz Mayonnaise Lite 400Ml,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12473,252944,Heinz Mayonnaise Chilli 400Ml,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12474,252972,L'Oreal Wipes Normal 25'S,L'oreal,0,0,0,0,0,0,0,0,0,0,0,0
12475,252974,L'Oreal H Total 5 Normal Skn Cream 50Ml,L'oreal,0,0,0,0,0,0,0,0,0,0,0,0
12476,252977,Nanma Cooking Oil 1.8Lt,Nanma,1,0,0,0,0,0,0,0,0,0,0,0
12477,252995,Heinz Chilli Garlic Sauce 340Gm,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12478,253153,Nanma Sunflower Oil 1.8Lt,Nanma,1,0,0,0,0,0,0,0,0,0,0,0
12479,253207,Heinz Tomato Ketchup 300Gm,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12480,253219,Tropicana Frutz Lemon Mint Cocktl 300Ml,Tropicana,1,0,0,0,0,0,0,0,0,0,0,0
12481,253258,Maggi Chicken Stock 24X20Gm @5%Off,Maggi,1,0,0,0,0,0,0,0,0,0,0,0
12482,253275,Rafael Salgado Olive Oil 2+1x230Ml,Rs,1,0,0,0,0,0,0,0,0,0,0,0
12483,253276,Ching'S Egg Hakka Noodles 150Gm,Ching's,1,0,0,0,0,0,0,0,0,0,0,0
12484,253279,Ching'S Schezwan Chutney 250Gm,Chings,1,0,0,0,0,0,0,0,0,0,0,0
12485,253299,Greens Custard powder 3x285Gm,Nul,1,0,0,0,0,0,0,0,0,0,0,0
12486,253389,Nadira Basmati Rice 1Kg,Nadira,1,0,0,0,0,0,0,0,0,0,0,0
12487,253391,Nadira Basmati Rice 5Kg,Nadira,1,0,0,0,0,0,0,0,0,0,0,0
12488,253417,Nesto Gold Biryani Rice 5Kg,Nesto,1,0,0,0,0,0,0,0,0,0,0,0
12489,253440,Mentos White Blister'S Sweet Mint 17Gm,Mentos,1,0,0,0,0,0,0,0,0,0,0,0
12490,253441,Mentos White Blister'S Tutyy Frutti 17Gm,Mentos,1,0,0,0,0,0,0,0,0,0,0,0
12491,253666,Nivea Deo Roll On Female Assorted 2x50Ml,Nivea,0,0,0,0,0,0,0,0,0,0,0,0
12492,253668,Nesto Gold Biryani Rice 35Kg,Nesto,1,0,0,0,0,0,0,0,0,0,0,0
12493,253760,V Care Dish Wash Liquid Lemon 2x1Lt,V Care,1,0,0,0,0,0,0,0,0,0,0,0
12494,253789,Peacock Wheat Atta 5Kg+2Kg,Peacock,1,0,0,0,0,0,0,0,0,0,0,0
12495,254285,Hilwa Evaporated Milk 170Gm,Hilwa,1,0,0,0,0,0,0,0,0,0,0,0
12496,254286,Hilwa Light Meat Tuna 185Gm,Hilwa,1,0,0,0,0,0,0,0,0,0,0,0
12497,254313,Hilwa Sweet Condensed Milk 3x397Gm,Hilwa,1,0,0,0,0,0,0,0,0,0,0,0
12498,254377,7 Days Croissant Vanilla Filling 55Gm,7 Days,1,0,0,0,0,0,0,0,0,0,0,0
12499,254378,7 Days Croissant Vanilla&Cherry 55Gm,7 Days,1,0,0,0,0,0,0,0,0,0,0,0
12500,254379,7 Days Croissant Vanilla&Choco 55Gm,7 Days,1,0,0,0,0,0,0,0,0,0,0,0
12501,254470,Nanma Iodized Salt 1Kg,Nanma,0,0,0,0,0,0,0,0,0,0,0,0
12502,254490,Hello Calling Card Dhs 15,Hello,1,0,0,0,0,0,0,0,0,0,0,0
12503,254536,Noor Sunflower Oil 2X1.8Lt + Roohafza,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12504,254537,Nesto Pure Natural Water 1.5Lt,Nesto,1,0,0,0,0,0,0,0,0,0,0,0
12505,254539,Nesto Pure Natural Mineral Water 200Ml,Nesto,1,0,0,0,0,0,0,0,0,0,0,0
12506,254546,Nesto Clear Tape 1InX50Yards,Home4u,1,0,0,0,0,0,0,0,0,0,0,0
12507,254551,Nesto Brown Tape 2In X200Yards,Nesto,0,0,0,0,0,0,0,0,0,0,0,0
12508,254624,Heinz Tomato Ketchup 38Oz,Heinz,1,0,0,0,0,0,0,0,0,0,0,0
12509,254837,Clear Scalp Oil Control Shampoo 400Ml,Clear,1,0,0,0,0,0,0,0,0,0,0,0
12510,254840,Dove Soap Pink Bar 160Gm,Dove,1,0,0,0,0,0,0,0,0,0,0,0
12511,254841,Dove Soap White Bar 160Gm,Dove,0,0,0,0,0,0,0,0,0,0,0,0
12512,254842,Close Up White Now Ice Cool Mint 75Ml,Close Up,1,0,0,0,0,0,0,0,0,0,0,0
12513,254873,Ob Tampons Dig Normal 16'S,Ob,1,0,0,0,0,0,0,0,0,0,0,0
12514,254874,Ob Tampons Super Plus 16'S,Ob,1,0,0,0,0,0,0,0,0,0,0,0
12515,254910,Nanma Iodized Salt Bottle 700Gm,Nanma,0,0,0,0,0,0,0,0,0,0,0,0
12516,255061,UFC Tomato Sauce Swt Filipino Blend 1Kg,Ram,1,0,0,0,0,0,0,0,0,0,0,0
12517,255062,UFC Spaghetti Sauce 250Gm,Ufc,1,0,0,0,0,0,0,0,0,0,0,0
12518,255674,Dark Blue Sharpener Blister 2Pc TT-1902,Dark Blue,0,0,0,0,0,0,0,0,0,0,0,0
12519,255834,Brahmins Wheat Puttu Powder 1Kg,Brahmins,1,0,0,0,0,0,0,0,0,0,0,0
12520,255852,Sunlife Sunflower Oil Blnd 1.8Lt,Sunlife,0,0,0,0,0,0,0,0,0,0,0,0
12521,255966,Adel Prestige HB Pencil W/O Eraser,Adel,1,0,0,0,0,0,0,0,0,0,0,0
12522,256557,Seven Swans Jasmine Rice 1Kg,Seven Swans,1,0,0,0,0,0,0,0,0,0,0,0
12523,256558,Seven Swans Jasmine Rice 2Kg,Seven Swans,1,0,0,0,0,0,0,0,0,0,0,0
12524,256561,Seven Swans Glutinous Rice 2Kg,Seven Swans,1,0,0,0,0,0,0,0,0,0,0,0
12525,256688,Lotus Caramelised Biscuit Spread 400Gm,Lotus,1,0,0,0,0,0,0,0,0,0,0,0
12526,256754,Priya Ginger Garlic Paste 2x300Gm,Priya,1,0,0,0,0,0,0,0,0,0,0,0
12527,256802,Original Float Juice Peach 240Ml,Al Rabie,1,0,0,0,0,0,0,0,0,0,0,0
12528,256804,Original Float Juice Orange 240Ml,Al Rabie,1,0,0,0,0,0,0,0,0,0,0,0
12529,256835,Nanma Chicken Samosa 12'S 2x240Gm,Nanma,1,0,0,0,0,0,0,0,0,0,0,0
12530,256908,Periyar Ponni Rice 5Kg,Periyar,0,0,0,0,0,0,0,0,0,0,0,0
12531,256918,Eastern Coconut Oil 1Lt Price Off,Eastern,1,0,0,0,0,0,0,0,0,0,0,0
12532,257051,Green Farm Jaya Rice 5Kg,Green Farm,1,0,0,0,0,0,0,0,0,0,0,0
12533,257052,Green Farm Idly Rice 5Kg,Green Farm,1,0,0,0,0,0,0,0,0,0,0,0
12534,257053,Green Farm Super Gold 1121 Basmati 5Kg,Green Farm,1,0,0,0,0,0,0,0,0,0,0,0
12535,257054,Green Farm Super Gold 1121 Basmati 2Kg,Green Farm,1,0,0,0,0,0,0,0,0,0,0,0
12536,257205,Green Farm Chemba Puttu Podi 1Kg,Green Farm,0,0,0,0,0,0,0,0,0,0,0,0
12537,257206,Green Farm Wheat Puttu Podi 1Kg,Green Farm,0,0,0,0,0,0,0,0,0,0,0,0
12538,257216,Parle Hide&Seek Fab Chocolate 112Gm,Parle,1,0,0,0,0,0,0,0,0,0,0,0
12539,257218,Parle Hide&Seek Fab Strawberry 112Gm,Parle,1,0,0,0,0,0,0,0,0,0,0,0
12540,257219,Parle Hide&Seek Fab Vanilla 112Gm,Parle,1,0,0,0,0,0,0,0,0,0,0,0
12541,257220,Parle Hide&Seek Cafe Mocha 75Gm,Parle,1,0,0,0,0,0,0,0,0,0,0,0
12542,257317,Noor Mayonnaise Full Fat 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12543,257319,Noor Mayonnaise Lite 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12544,257320,Noor Mayonnaise Lite 425Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12545,257321,Noor Mayonnaise Black Pepper 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12546,257324,Noor Mayonnaise Chilli 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12547,257326,Noor Mayonnaise Garlic 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12548,257327,Noor Mayonnaise Garlic 425Ml,Noor,0,0,0,0,0,0,0,0,0,0,0,0
12549,257328,Noor Mayonnaise Tikka 295Ml,Noor,1,0,0,0,0,0,0,0,0,0,0,0
12550,257395,Haribo Worms 100Gm,Haribo,1,0,0,0,0,0,0,0,0,0,0,0
12551,257397,Haribo Tropifruitti 80Gm,Haribo,1,0,0,0,0,0,0,0,0,0,0,0
12552,257605,VLCC Men Active Lght Fairness Cream 50Ml,Vlcc,1,0,0,0,0,0,0,0,0,0,0,0
12553,257719,Denim Body Spray Gold Max 150Ml,Yardley,1,0,0,0,0,0,0,0,0,0,0,0
12554,257949,JO Soap asst 6x125g,Jo,1,0,0,0,0,0,0,0,0,0,0,0
12555,258008,Parachute Hair Cream AD 210Ml+80Ml,Parachute,1,0,0,0,0,0,0,0,0,0,0,0
12556,258013,Nabisco Oreo Biscuit 16x44Gm,Nabisco,1,0,0,0,0,0,0,0,0,0,0,0
12557,258089,Kwality Mixed Vegetables 400Gm,Kwality,1,0,0,0,0,0,0,0,0,0,0,0
12558,258191,Haribo Sour Happy Cola 160Gm,Haribo,1,0,0,0,0,0,0,0,0,0,0,0
12559,258200,Charlemagne Sprklg Wtr White Grape 750Ml,Charlemagane,1,0,0,0,0,0,0,0,0,0,0,0
12560,258201,Charlemagne Sparklg Wtr Red Grape 750Ml,Charlemagane,1,0,0,0,0,0,0,0,0,0,0,0
12561,258218,M&M'S Choco Miniature 2x180Gm,M&m,1,0,0,0,0,0,0,0,0,0,0,0
12562,258232,Multiplex Deo Assrted 6x75Ml,Deo,1,0,0,0,0,0,0,0,0,0,0,0
12563,258259,Dr. Beckmann Stain Pen 9Ml,Dr.beckmann,1,0,0,0,0,0,0,0,0,0,0,0
12564,258262,Essential Lotion Pomegranate 625Ml,Essential,0,0,0,0,0,0,0,0,0,0,0,0
12565,258263,Fade Out Soap Mens 125Gm,Fade Out,1,0,0,0,0,0,0,0,0,0,0,0
12566,258264,Fade Out Soap Original 125Gm,Fade Out,1,0,0,0,0,0,0,0,0,0,0,0
12567,258265,Fade Out Soap Extra Care 125Gm,Fade Out,1,0,0,0,0,0,0,0,0,0,0,0
12568,258266,Butler Gum Tooth Paste Kids 2-6Yrs 50Ml,Butler Gum,0,0,0,0,0,0,0,0,0,0,0,0
12569,258267,Jergens Body Cream Aloe 250Ml,Jergens,1,0,0,0,0,0,0,0,0,0,0,0
12570,258268,Jergens Body Cream Coconut 250Ml,Jergens,1,0,0,0,0,0,0,0,0,0,0,0
12571,258270,Jergens Body Cream Coconut 100Ml,Jergens,1,0,0,0,0,0,0,0,0,0,0,0
12572,258272,Jergens Body Cream Musk 100Ml,Jergens,1,0,0,0,0,0,0,0,0,0,0,0
12573,258273,Jergens Body Cream Shea Butter 100Ml,Jergens,1,0,0,0,0,0,0,0,0,0,0,0
12574,258275,Trisa Toothbrush Pro Interdental Medium,Trisa,1,0,0,0,0,0,0,0,0,0,0,0
12575,258276,Trisa Toothbrush Pro Interdental Soft,Trisa,1,0,0,0,0,0,0,0,0,0,0,0
12576,258277,Trisa Tongue Cleaner,Trisa,1,0,0,0,0,0,0,0,0,0,0,0
12577,258346,Nivea Body Cream Smooth Sensation 200Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12578,258347,Nivea After Shave Fluid For Men Org100Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12579,258358,Hayat Vegitable Oil 1.8Lt,Hayat,1,0,0,0,0,0,0,0,0,0,0,0
12580,258767,Masafi Mineral Water 12x500Ml,Masafi,1,0,0,0,0,0,0,0,0,0,0,0
12581,258768,Masafi Mineral Water 12x330Ml,Masafi,1,0,0,0,0,0,0,0,0,0,0,0
12582,259158,Nanma Sunflower Oil 2x1.8Lt,Nanma,1,0,0,0,0,0,0,0,0,0,0,0
12583,259159,Nanma Cooking Oil 2x1.8Lt,Nanma,1,0,0,0,0,0,0,0,0,0,0,0
12584,259316,Yardley Deo Roll On Petal Blossom 50Ml,Yardley,1,0,0,0,0,0,0,0,0,0,0,0
12585,259317,Yardley Deo Roll On English Lavndr 50Ml,Yardley,1,0,0,0,0,0,0,0,0,0,0,0
12586,259318,Yardley Deo Roll On Floral Fantasy 50Ml,Yardley,1,0,0,0,0,0,0,0,0,0,0,0
12587,259319,Yardley Deo Roll On Velvet Rose 50Ml,Yardley,1,0,0,0,0,0,0,0,0,0,0,0
12588,260169,Royal Dansk Wafers Chocolate 100Gm,Royal Dansk,1,0,0,0,0,0,0,0,0,0,0,0
12589,260171,Royal Dansk Wafers Vanilla 350Gm,Royal Dansk,1,0,0,0,0,0,0,0,0,0,0,0
12590,260172,Royal Dansk Wafers Chocolate 350Gm,Royal Dansk,1,0,0,0,0,0,0,0,0,0,0,0
12591,260267,Royal Dansk Mini Can Buttr Cookies 200Gm,Royal Dansk,1,0,0,0,0,0,0,0,0,0,0,0
12592,260280,Classic Plastic Waste Bag 8Gal 20'S,Classic,0,0,0,0,0,0,0,0,0,0,0,0
12593,261589,Heart Light Canola Oil 1.89Lt,Quaker,1,0,0,0,0,0,0,0,0,0,0,0
12594,261834,V-Min Soy Milk 3x300Ml,V-min,1,0,0,0,0,0,0,0,0,0,0,0
12595,261840,Chabba Mango Milk Drink 230Ml,Chabaa,1,0,0,0,0,0,0,0,0,0,0,0
12596,261843,Kokozo Strawberry Juice 320Ml,Kokozo,1,0,0,0,0,0,0,0,0,0,0,0
12597,261844,Kokozo Melon Juice 320Ml,Kokozo,1,0,0,0,0,0,0,0,0,0,0,0
12598,261845,Kokozo Lychee Juice 320Ml,Kokozo,1,0,0,0,0,0,0,0,0,0,0,0
12599,261846,Kokozo Pineapple Juice 320Ml,Kokozo,1,0,0,0,0,0,0,0,0,0,0,0
12600,261847,Kokozo Mango Juice 320Ml,Al Rabie,1,0,0,0,0,0,0,0,0,0,0,0
12601,261848,Kokozo Coconut Juice 320Ml,Kokozo,1,0,0,0,0,0,0,0,0,0,0,0
12602,261878,Fine Baby Yllw Small Economy 32'S 3-6Kg,Fine Baby,1,0,0,0,0,0,0,0,0,0,0,0
12603,261880,Fine Baby Yellow Mdm Economy 28'S 4-9Kg,Fine Baby,1,0,0,0,0,0,0,0,0,0,0,0
12604,261881,Fine Baby Yellw Large Econmy 24'S 7-17Kg,Fine Baby,1,0,0,0,0,0,0,0,0,0,0,0
12605,261883,Fine Baby Yllw Maxi Ecnmy 22'S 10-22Kg,Fine Baby,1,0,0,0,0,0,0,0,0,0,0,0
12606,261884,Fine Baby Y.Mdm Super Jumbo 54'S 4-9Kg,Fine Baby,1,0,0,0,0,0,0,0,0,0,0,0
12607,261895,Fine Baby Y.Large Supr Jumbo 50'S 7-17Kg,Fine Baby,0,0,0,0,0,0,0,0,0,0,0,0
12608,261896,Fine Baby Y.Maxi Super Jumbo44'S 10-22Kg,Fine Baby,0,0,0,0,0,0,0,0,0,0,0,0
12609,261898,Nutricia Aptamil LF 400Gm,Nutricia,1,0,0,0,0,0,0,0,0,0,0,0
12610,261938,Ali Rice Egyptian Rice 5Kg,Ali Rice,1,0,0,0,0,0,0,0,0,0,0,0
12611,261939,Ali Rice Egyptian Rice 2Kg,Ali Rice,1,0,0,0,0,0,0,0,0,0,0,0
12612,261988,Fairever F.Wash Saffrn &Pure Milk 100Ml,Fairever,1,0,0,0,0,0,0,0,0,0,0,0
12613,261991,Datar Roasted Gram 200Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12614,261992,Datar Masala Chana Black 200Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12615,262034,Datar Chilly Crushed 200Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12616,262042,Datar Sugar Square 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12617,262043,Datar Sugar Stone 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12618,262050,Datar Chilly Kashmiri Powder 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12619,262051,Datar Chilly Kashmiri Whole 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12620,262052,Datar Chilly Long 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12621,262054,Datar Anardana 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12622,262056,Datar Bajra Atta 500Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12623,262057,Datar Jawar Atta 500Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12624,262059,Datar Idli Rawa 500Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12625,262069,Datar Shahi Fennel 170Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12626,262071,Datar Jaljeera Masala 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12627,262073,Datar Chana Masala 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12628,262077,Datar Panipuri Masala 100Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12629,262080,Datar Tamarind Special 500Gm,Datar,1,0,0,0,0,0,0,0,0,0,0,0
12630,262091,Nutrizain Jasmine Rice Basic 5Kg,Nutrizain,1,0,0,0,0,0,0,0,0,0,0,0
12631,262612,A.Garden Mushroom Sliced 425Gm,American Garden,1,0,0,0,0,0,0,0,0,0,0,0
12632,262622,Society Indian Leaf Tea Ginger Jar 225Gm,Society,1,0,0,0,0,0,0,0,0,0,0,0
12633,262819,Mountain Dew Can 5+1X355Ml,Mountain Dew,1,0,0,0,0,0,0,0,0,0,0,0
12634,262820,Pepsi Can Regular 5+1X355Ml,Pepsi,1,0,0,0,0,0,0,0,0,0,0,0
12635,262822,Mirinda Orange Can 5+1X355Ml,Mirinda,1,0,0,0,0,0,0,0,0,0,0,0
12636,262823,7Up Can 5+1X355Ml,7up,1,0,0,0,0,0,0,0,0,0,0,0
12637,262824,Sis Coarse Grain Sugar 2Kg,Sis,1,0,0,0,0,0,0,0,0,0,0,0
12638,262831,Best Choice Tomato Ketchup 330Gm,Best,1,0,0,0,0,0,0,0,0,0,0,0
12639,262834,Langnese Bee Honey 375Gm,Langnese,1,0,0,0,0,0,0,0,0,0,0,0
12640,262837,Langnese Acacia Honey With Comb 500Gm,Langnese,1,0,0,0,0,0,0,0,0,0,0,0
12641,262839,Langnese Royal Jelly Honey 375Gm,Langnese,1,0,0,0,0,0,0,0,0,0,0,0
12642,262844,Sis Demerara Unrefined Cane Sugar 500Gm,Sia,1,0,0,0,0,0,0,0,0,0,0,0
12643,262845,Sis Demerara Unrefined Cane Sugar 1Kg,Sia,0,0,0,0,0,0,0,0,0,0,0,0
12644,262850,National Tandori Masala 100Gm,National,1,0,0,0,0,0,0,0,0,0,0,0
12645,262930,Aseel Vegetable Ghee 2x500Gm,Aseel,1,0,0,0,0,0,0,0,0,0,0,0
12646,263036,Delgrosso Meatless Sauce 680Gm,Delgrosso,1,0,0,0,0,0,0,0,0,0,0,0
12647,263040,Kikkoman Sweet &Sour Dipping Sauce 340Gm,Kikkoman,0,0,0,0,0,0,0,0,0,0,0,0
12648,263274,Cadbury Dairy Milk Bubbly Chocolate 28Gm,Cadbury,1,0,0,0,0,0,0,0,0,0,0,0
12649,263308,CDF Baby Face And Hands Wipes 25'S,Cdf,1,0,0,0,0,0,0,0,0,0,0,0
12650,263310,CDF Baby Fresh & Natural Wipes 62'S,Cdf,1,0,0,0,0,0,0,0,0,0,0,0
12651,263465,Cadbury Dairy Milk Bubbly Chocolate 87Gm,Cadbury,1,0,0,0,0,0,0,0,0,0,0,0
12652,263662,Falak Basmati Rice 10Kg,Flak,1,0,0,0,0,0,0,0,0,0,0,0
12653,263663,Sunbul Basmati Rice 10Kg,Sunbul,1,0,0,0,0,0,0,0,0,0,0,0
12654,263696,Coral Blue Peeled Shrimps Jumbo 500Gm,Coral Blue,0,0,0,0,0,0,0,0,0,0,0,0
12655,263712,Nivea Shower Pure Impact for Men 250Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12656,263713,Nivea F/Care Whitening Night Cream 50Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12657,263714,Nivea F/Care Whtning Face Wash Crm 100Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12658,263715,Nivea Face Care Whitening Scrub 100Ml,Nivea,1,0,0,0,0,0,0,0,0,0,0,0
12659,264269,Al Wazir Olive Oil 2X 500ml,Al Wazir,1,0,0,0,0,0,0,0,0,0,0,0
12660,264488,Eastern Coriander Powder 750Gm,Eastern,1,0,0,0,0,0,0,0,0,0,0,0
12661,264489,Eastern Chilly Powder 750Gm,Eastern,1,0,0,0,0,0,0,0,0,0,0,0
12662,264496,Eastern Idiyappam Podi 1Kg,Kings,1,0,0,0,0,0,0,0,0,0,0,0
12663,264575,Y.H.H Egyptian Molasses 700Gm,Y H H,1,0,0,0,0,0,0,0,0,0,0,0
12664,264598,Coca Cola Regular 1.5Lt,Coca Cola,0,0,0,0,0,0,0,0,0,0,0,0
12665,264599,Sprite Bottle 1.5Lt,Sprite,1,0,0,0,0,0,0,0,0,0,0,0
12666,264600,Fanta Bottle 1.5Lt,Fanta,1,0,0,0,0,0,0,0,0,0,0,0
12667,264777,Melitta Instnt Coffee Gld 200Gm,Melitta,1,0,0,0,0,0,0,0,0,0,0,0
12668,264802,Igloo Caramel Ice Cream 1Lt,Igloo,1,0,0,0,0,0,0,0,0,0,0,0
12669,265270,London Dairy Crispy Choco Ice Crm 500Ml,Igloo,1,0,0,0,0,0,0,0,0,0,0,0
12670,265293,Vaseline Total Moisturizing Lotion 2x400Ml,Vaseline,1,0,0,0,0,0,0,0,0,0,0,0
12671,265386,Evian Natural Mineral Water 500Ml,Evian,1,0,0,0,0,0,0,0,0,0,0,0
12672,265388,Evian Natural Mineral Water 330Ml,Evian,1,0,0,0,0,0,0,0,0,0,0,0
12673,265828,Nestle Cerelac Red Fruits 400Gm,Nestle,1,0,0,0,0,0,0,0,0,0,0,0
12674,265829,Nestle Cerelac Tropical Fruits 400Gm,Nestle,1,0,0,0,0,0,0,0,0,0,0,0
12675,265918,Pure Food Tender Juicy Chicken 500Gm,Pure Foods,0,0,0,0,0,0,0,0,0,0,0,0
12676,265919,Pure Food Tender Juicy Chicken Big 1Kg,Pure Foods,0,0,0,0,0,0,0,0,0,0,0,0
12677,265969,Brahmins Semiya Payasam Mix 200Gm,Brahmins,1,0,0,0,0,0,0,0,0,0,0,0
